mat,Lon,Lat,OrganismType,SpeciesAccepted,Authors,Journal,DOI_ISBN
,-96.95,19.516667,Epiphyte,Lycaste aromatica,Winkler; Hülber; Hietz,Ann Bot-London,10.1093/aob/mcp188
,-96.95,19.516667,Epiphyte,Lycaste aromatica,Winkler; Hülber; Hietz,Ann Bot-London,10.1093/aob/mcp188
,-96.95,19.516667,Epiphyte,Lycaste aromatica,Winkler; Hülber; Hietz,Ann Bot-London,10.1093/aob/mcp188
,-96.95,19.516667,Epiphyte,Lycaste aromatica,Winkler; Hülber; Hietz,Ann Bot-London,10.1093/aob/mcp188
,-96.95,19.516667,Epiphyte,Lycaste aromatica,Winkler; Hülber; Hietz,Ann Bot-London,10.1093/aob/mcp188
,-96.95,19.516667,Epiphyte,Lycaste aromatica,Winkler; Hülber; Hietz,Ann Bot-London,10.1093/aob/mcp188
,-66.599444,18.451389,Epiphyte,Tolumnia variegata,Calvo,Ecology,10.2307/1940473
,-66.599444,18.451389,Epiphyte,Tolumnia variegata,Calvo,Ecology,10.2307/1940473
,-66.599444,18.451389,Epiphyte,Tolumnia variegata,Calvo,Ecology,10.2307/1940473
,-66.599444,18.451389,Epiphyte,Tolumnia variegata,Calvo,Ecology,10.2307/1940473
,NA,NA,Herbaceous perennial,Cleistesiopsis bifaria,Wells; Willems,NA,90-5103-068-1
,-82.283333,29.65,Herbaceous perennial,Cleistesiopsis bifaria,Wells; Willems,NA,90-5103-068-1
,-82.283333,29.65,Herbaceous perennial,Cleistesiopsis bifaria,Wells; Willems,NA,90-5103-068-1
,-82.283333,29.65,Herbaceous perennial,Cleistesiopsis bifaria,Wells; Willems,NA,90-5103-068-1
,-82.283333,29.65,Herbaceous perennial,Cleistesiopsis bifaria,Wells; Willems,NA,90-5103-068-1
,-82.283333,29.65,Herbaceous perennial,Cleistesiopsis bifaria,Wells; Willems,NA,90-5103-068-1
,-82.283333,29.65,Herbaceous perennial,Cleistesiopsis bifaria,Wells; Willems,NA,90-5103-068-1
,-82.283333,29.65,Herbaceous perennial,Cleistesiopsis bifaria,Wells; Willems,NA,90-5103-068-1
,-82.283333,29.65,Herbaceous perennial,Cleistesiopsis bifaria,Wells; Willems,NA,90-5103-068-1
,-82.283333,29.65,Herbaceous perennial,Cleistesiopsis bifaria,Wells; Willems,NA,90-5103-068-1
,-82.283333,29.65,Herbaceous perennial,Cleistesiopsis bifaria,Wells; Willems,NA,90-5103-068-1
,-79.932778,39.279167,Herbaceous perennial,Cleistesiopsis bifaria,Wells; Willems,NA,90-5103-068-1
,-79.932778,39.279167,Herbaceous perennial,Cleistesiopsis bifaria,Wells; Willems,NA,90-5103-068-1
,-79.932778,39.279167,Herbaceous perennial,Cleistesiopsis bifaria,Wells; Willems,NA,90-5103-068-1
,-79.932778,39.279167,Herbaceous perennial,Cleistesiopsis bifaria,Wells; Willems,NA,90-5103-068-1
,-79.932778,39.279167,Herbaceous perennial,Cleistesiopsis bifaria,Wells; Willems,NA,90-5103-068-1
,-79.932778,39.279167,Herbaceous perennial,Cleistesiopsis bifaria,Wells; Willems,NA,90-5103-068-1
,-78.3,34.083333,Herbaceous perennial,Cleistesiopsis divaricata,Wells; Willems,NA,90-5103-068-1
,-78.3,34.083333,Herbaceous perennial,Cleistesiopsis divaricata,Wells; Willems,NA,90-5103-068-1
,-78.3,34.083333,Herbaceous perennial,Cleistesiopsis divaricata,Wells; Willems,NA,90-5103-068-1
,-78.3,34.083333,Herbaceous perennial,Cleistesiopsis divaricata,Wells; Willems,NA,90-5103-068-1
,-78.3,34.083333,Herbaceous perennial,Cleistesiopsis divaricata,Wells; Willems,NA,90-5103-068-1
,-78.3,34.083333,Herbaceous perennial,Cleistesiopsis divaricata,Wells; Willems,NA,90-5103-068-1
,0.083333,42.633333,Herbaceous perennial,Corallorhiza trifida,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,NA,978-84-8014-746-0
,0.083333,42.633333,Herbaceous perennial,Corallorhiza trifida,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,NA,978-84-8014-746-0
,0.083333,42.633333,Herbaceous perennial,Corallorhiza trifida,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,NA,978-84-8014-746-0
,0.083333,42.633333,Herbaceous perennial,Corallorhiza trifida,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,NA,978-84-8014-746-0
,0.083333,42.633333,Herbaceous perennial,Corallorhiza trifida,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,NA,978-84-8014-746-0
,0.083333,42.633333,Herbaceous perennial,Corallorhiza trifida,Iriondo; Giménez-Benavides; Albert; Lozano; Escudero,NA,978-84-8014-746-0
,22.65,53.266667,Herbaceous perennial,Cypripedium calceolus,Nicolè; Brzosko; Till-Bottraud,J Ecol,10.1111/j.1365-2745.2005.01010.x
,22.65,53.266667,Herbaceous perennial,Cypripedium calceolus,Nicolè; Brzosko; Till-Bottraud,J Ecol,10.1111/j.1365-2745.2005.01010.x
,22.65,53.266667,Herbaceous perennial,Cypripedium calceolus,Nicolè; Brzosko; Till-Bottraud,J Ecol,10.1111/j.1365-2745.2005.01010.x
,22.65,53.266667,Herbaceous perennial,Cypripedium calceolus,Nicolè; Brzosko; Till-Bottraud,J Ecol,10.1111/j.1365-2745.2005.01010.x
,22.65,53.266667,Herbaceous perennial,Cypripedium calceolus,Nicolè; Brzosko; Till-Bottraud,J Ecol,10.1111/j.1365-2745.2005.01010.x
,22.65,53.266667,Herbaceous perennial,Cypripedium calceolus,Nicolè; Brzosko; Till-Bottraud,J Ecol,10.1111/j.1365-2745.2005.01010.x
,22.65,53.266667,Herbaceous perennial,Cypripedium calceolus,Nicolè; Brzosko; Till-Bottraud,J Ecol,10.1111/j.1365-2745.2005.01010.x
,22.65,53.266667,Herbaceous perennial,Cypripedium calceolus,Nicolè; Brzosko; Till-Bottraud,J Ecol,10.1111/j.1365-2745.2005.01010.x
,22.65,53.266667,Herbaceous perennial,Cypripedium calceolus,Nicolè; Brzosko; Till-Bottraud,J Ecol,10.1111/j.1365-2745.2005.01010.x
,22.65,53.266667,Herbaceous perennial,Cypripedium calceolus,Nicolè; Brzosko; Till-Bottraud,J Ecol,10.1111/j.1365-2745.2005.01010.x
,22.65,53.266667,Herbaceous perennial,Cypripedium calceolus,Nicolè; Brzosko; Till-Bottraud,J Ecol,10.1111/j.1365-2745.2005.01010.x
,22.65,53.266667,Herbaceous perennial,Cypripedium calceolus,Nicolè; Brzosko; Till-Bottraud,J Ecol,10.1111/j.1365-2745.2005.01010.x
,22.65,53.266667,Herbaceous perennial,Cypripedium calceolus,Nicolè; Brzosko; Till-Bottraud,J Ecol,10.1111/j.1365-2745.2005.01010.x
,22.65,53.266667,Herbaceous perennial,Cypripedium calceolus,Nicolè; Brzosko; Till-Bottraud,J Ecol,10.1111/j.1365-2745.2005.01010.x
,22.65,53.266667,Herbaceous perennial,Cypripedium calceolus,Nicolè; Brzosko; Till-Bottraud,J Ecol,10.1111/j.1365-2745.2005.01010.x
,22.65,53.266667,Herbaceous perennial,Cypripedium calceolus,Nicolè; Brzosko; Till-Bottraud,J Ecol,10.1111/j.1365-2745.2005.01010.x
,22.65,53.266667,Herbaceous perennial,Cypripedium calceolus,Nicolè; Brzosko; Till-Bottraud,J Ecol,10.1111/j.1365-2745.2005.01010.x
,22.65,53.266667,Herbaceous perennial,Cypripedium calceolus,Nicolè; Brzosko; Till-Bottraud,J Ecol,10.1111/j.1365-2745.2005.01010.x
,22.65,53.266667,Herbaceous perennial,Cypripedium calceolus,Nicolè; Brzosko; Till-Bottraud,J Ecol,10.1111/j.1365-2745.2005.01010.x
,22.65,53.266667,Herbaceous perennial,Cypripedium calceolus,Nicolè; Brzosko; Till-Bottraud,J Ecol,10.1111/j.1365-2745.2005.01010.x
,22.65,53.266667,Herbaceous perennial,Cypripedium calceolus,Nicolè; Brzosko; Till-Bottraud,J Ecol,10.1111/j.1365-2745.2005.01010.x
,22.65,53.266667,Herbaceous perennial,Cypripedium calceolus,Nicolè; Brzosko; Till-Bottraud,J Ecol,10.1111/j.1365-2745.2005.01010.x
,22.65,53.266667,Herbaceous perennial,Cypripedium calceolus,Nicolè; Brzosko; Till-Bottraud,J Ecol,10.1111/j.1365-2745.2005.01010.x
,22.65,53.266667,Herbaceous perennial,Cypripedium calceolus,Nicolè; Brzosko; Till-Bottraud,J Ecol,10.1111/j.1365-2745.2005.01010.x
,22.65,53.266667,Herbaceous perennial,Cypripedium calceolus,Nicolè; Brzosko; Till-Bottraud,J Ecol,10.1111/j.1365-2745.2005.01010.x
,22.65,53.266667,Herbaceous perennial,Cypripedium calceolus,Nicolè; Brzosko; Till-Bottraud,J Ecol,10.1111/j.1365-2745.2005.01010.x
,22.65,53.266667,Herbaceous perennial,Cypripedium calceolus,Nicolè; Brzosko; Till-Bottraud,J Ecol,10.1111/j.1365-2745.2005.01010.x
,22.65,53.266667,Herbaceous perennial,Cypripedium calceolus,Nicolè; Brzosko; Till-Bottraud,J Ecol,10.1111/j.1365-2745.2005.01010.x
,0.357778,42.769722,Herbaceous perennial,Cypripedium calceolus,García; Goñi; Guzman,Conserv Biol,10.1111/j.1523-1739.2010.01466.x
,0.357778,42.769722,Herbaceous perennial,Cypripedium calceolus,García; Goñi; Guzman,Conserv Biol,10.1111/j.1523-1739.2010.01466.x
,0.357778,42.769722,Herbaceous perennial,Cypripedium calceolus,García; Goñi; Guzman,Conserv Biol,10.1111/j.1523-1739.2010.01466.x
,0.357778,42.769722,Herbaceous perennial,Cypripedium calceolus,García; Goñi; Guzman,Conserv Biol,10.1111/j.1523-1739.2010.01466.x
,0.357778,42.769722,Herbaceous perennial,Cypripedium calceolus,García; Goñi; Guzman,Conserv Biol,10.1111/j.1523-1739.2010.01466.x
,0.357778,42.769722,Herbaceous perennial,Cypripedium calceolus,García; Goñi; Guzman,Conserv Biol,10.1111/j.1523-1739.2010.01466.x
,0.357778,42.769722,Herbaceous perennial,Cypripedium calceolus,García; Goñi; Guzman,Conserv Biol,10.1111/j.1523-1739.2010.01466.x
,0.357778,42.769722,Herbaceous perennial,Cypripedium calceolus,García; Goñi; Guzman,Conserv Biol,10.1111/j.1523-1739.2010.01466.x
,0.357778,42.769722,Herbaceous perennial,Cypripedium calceolus,García; Goñi; Guzman,Conserv Biol,10.1111/j.1523-1739.2010.01466.x
,0.357778,42.769722,Herbaceous perennial,Cypripedium calceolus,García; Goñi; Guzman,Conserv Biol,10.1111/j.1523-1739.2010.01466.x
,0.357778,42.769722,Herbaceous perennial,Cypripedium calceolus,García; Goñi; Guzman,Conserv Biol,10.1111/j.1523-1739.2010.01466.x
,0.357778,42.769722,Herbaceous perennial,Cypripedium calceolus,García; Goñi; Guzman,Conserv Biol,10.1111/j.1523-1739.2010.01466.x
,0.120278,42.659444,Herbaceous perennial,Cypripedium calceolus,García; Goñi; Guzman,Conserv Biol,10.1111/j.1523-1739.2010.01466.x
,0.120278,42.659444,Herbaceous perennial,Cypripedium calceolus,García; Goñi; Guzman,Conserv Biol,10.1111/j.1523-1739.2010.01466.x
,0.120278,42.659444,Herbaceous perennial,Cypripedium calceolus,García; Goñi; Guzman,Conserv Biol,10.1111/j.1523-1739.2010.01466.x
,0.120278,42.659444,Herbaceous perennial,Cypripedium calceolus,García; Goñi; Guzman,Conserv Biol,10.1111/j.1523-1739.2010.01466.x
,0.120278,42.659444,Herbaceous perennial,Cypripedium calceolus,García; Goñi; Guzman,Conserv Biol,10.1111/j.1523-1739.2010.01466.x
,NA,NA,Herbaceous perennial,Cypripedium fasciculatum,Thorpe; Stanley; Kayne; Latham,NA,NA
,-123.516667,42.333333,Herbaceous perennial,Cypripedium fasciculatum,Thorpe; Stanley; Kayne; Latham,NA,NA
,-123.516667,42.333333,Herbaceous perennial,Cypripedium fasciculatum,Thorpe; Stanley; Kayne; Latham,NA,NA
,-123.516667,42.333333,Herbaceous perennial,Cypripedium fasciculatum,Thorpe; Stanley; Kayne; Latham,NA,NA
,-123.516667,42.333333,Herbaceous perennial,Cypripedium fasciculatum,Thorpe; Stanley; Kayne; Latham,NA,NA
,-123.516667,42.333333,Herbaceous perennial,Cypripedium fasciculatum,Thorpe; Stanley; Kayne; Latham,NA,NA
,-123.516667,42.333333,Herbaceous perennial,Cypripedium fasciculatum,Thorpe; Stanley; Kayne; Latham,NA,NA
,-123.516667,42.333333,Herbaceous perennial,Cypripedium fasciculatum,Thorpe; Stanley; Kayne; Latham,NA,NA
,-123.516667,42.333333,Herbaceous perennial,Cypripedium fasciculatum,Thorpe; Stanley; Kayne; Latham,NA,NA
,-123.516667,42.333333,Herbaceous perennial,Cypripedium fasciculatum,Thorpe; Stanley; Kayne; Latham,NA,NA
,-123.166667,42.25,Herbaceous perennial,Cypripedium fasciculatum,Thorpe; Stanley; Kayne; Latham,NA,NA
,-123.166667,42.25,Herbaceous perennial,Cypripedium fasciculatum,Thorpe; Stanley; Kayne; Latham,NA,NA
,-123.166667,42.25,Herbaceous perennial,Cypripedium fasciculatum,Thorpe; Stanley; Kayne; Latham,NA,NA
,-123.166667,42.25,Herbaceous perennial,Cypripedium fasciculatum,Thorpe; Stanley; Kayne; Latham,NA,NA
,-123.166667,42.25,Herbaceous perennial,Cypripedium fasciculatum,Thorpe; Stanley; Kayne; Latham,NA,NA
,-123.166667,42.25,Herbaceous perennial,Cypripedium fasciculatum,Thorpe; Stanley; Kayne; Latham,NA,NA
,-123.166667,42.25,Herbaceous perennial,Cypripedium fasciculatum,Thorpe; Stanley; Kayne; Latham,NA,NA
,-123.166667,42.25,Herbaceous perennial,Cypripedium fasciculatum,Thorpe; Stanley; Kayne; Latham,NA,NA
,-123.166667,42.25,Herbaceous perennial,Cypripedium fasciculatum,Thorpe; Stanley; Kayne; Latham,NA,NA
,-122.45,42.333333,Herbaceous perennial,Cypripedium fasciculatum,Thorpe; Stanley; Kayne; Latham,NA,NA
,-122.45,42.333333,Herbaceous perennial,Cypripedium fasciculatum,Thorpe; Stanley; Kayne; Latham,NA,NA
,-122.45,42.333333,Herbaceous perennial,Cypripedium fasciculatum,Thorpe; Stanley; Kayne; Latham,NA,NA
,-122.45,42.333333,Herbaceous perennial,Cypripedium fasciculatum,Thorpe; Stanley; Kayne; Latham,NA,NA
,-122.45,42.333333,Herbaceous perennial,Cypripedium fasciculatum,Thorpe; Stanley; Kayne; Latham,NA,NA
,-122.45,42.333333,Herbaceous perennial,Cypripedium fasciculatum,Thorpe; Stanley; Kayne; Latham,NA,NA
,-122.45,42.333333,Herbaceous perennial,Cypripedium fasciculatum,Thorpe; Stanley; Kayne; Latham,NA,NA
,-122.45,42.333333,Herbaceous perennial,Cypripedium fasciculatum,Thorpe; Stanley; Kayne; Latham,NA,NA
,-122.45,42.333333,Herbaceous perennial,Cypripedium fasciculatum,Thorpe; Stanley; Kayne; Latham,NA,NA
,104.633333,23.116667,Herbaceous perennial,Cypripedium lentiginosum,Zhongjian; Wenhui; Liqiang; Yuting,Acta Ecol Sinica,10.1016/S1872-2032(08)60021-9
,NA,NA,Herbaceous perennial,Cypripedium parviflorum,Shefferson; Warren II; Pulliam,J Ecol,10.1111/1365-2745.12281
,NA,NA,Herbaceous perennial,Dactylorhiza lapponica,Sletvold; Øien; Moen,Biol Conserv,10.1016/j.biocon.2009.12.017
,11.833333,62.666667,Herbaceous perennial,Dactylorhiza lapponica,Sletvold; Øien; Moen,Biol Conserv,10.1016/j.biocon.2009.12.017
,9.083333,63.05,Herbaceous perennial,Dactylorhiza lapponica,Sletvold; Øien; Moen,Biol Conserv,10.1016/j.biocon.2009.12.017
,NA,NA,Herbaceous perennial,Dactylorhiza lapponica,Sletvold; Øien; Moen,Biol Conserv,10.1016/j.biocon.2009.12.017
,11.833333,62.666667,Herbaceous perennial,Dactylorhiza lapponica,Sletvold; Øien; Moen,Biol Conserv,10.1016/j.biocon.2009.12.017
,9.083333,63.05,Herbaceous perennial,Dactylorhiza lapponica,Sletvold; Øien; Moen,Biol Conserv,10.1016/j.biocon.2009.12.017
,9.083333,63.05,Herbaceous perennial,Dactylorhiza lapponica,Sletvold; Øien; Moen,Biol Conserv,10.1016/j.biocon.2009.12.017
,NA,NA,Herbaceous perennial,Dactylorhiza lapponica,Sletvold; Dahlgren; Øien; Moen; Ehrlén,Glob Change Biol,10.1111/gcb.12167
,29.316667,66.366667,Herbaceous perennial,Epipactis atrorubens,Jäkäläniemi; Crone; Närhi; Tuomi,Ecology,10.1890/10-1957.1
,29.316667,66.366667,Herbaceous perennial,Epipactis atrorubens,Jäkäläniemi; Crone; Närhi; Tuomi,Ecology,10.1890/10-1957.1
,0.583333,51.883333,Herbaceous perennial,Herminium monorchis,Wells; Rothery; Cox; Bamford,Bot J Linn Soc,10.1111/j.1095-8339.1998.tb02514.x
,0.583333,51.883333,Herbaceous perennial,Herminium monorchis,Wells; Rothery; Cox; Bamford,Bot J Linn Soc,10.1111/j.1095-8339.1998.tb02514.x
,11.593056,50.946111,Herbaceous perennial,Himantoglossum hircinum,Pfeifer; Wiegand; Heinrich; Jetschke,J Appl Ecol,10.1111/j.1365-2664.2006.01148.x
,-65.816667,18.35,Herbaceous perennial,Lepanthes rupestris,Tremblay; Ackerman,Biol J Linn Soc,10.1006/bijl.2000.0485
,-65.816667,18.35,Herbaceous perennial,Lepanthes rupestris,Tremblay; Ackerman,Biol J Linn Soc,10.1006/bijl.2000.0485
,-65.816667,18.35,Herbaceous perennial,Lepanthes rupestris,Tremblay; Ackerman,Biol J Linn Soc,10.1006/bijl.2000.0485
,-65.816667,18.316667,Herbaceous perennial,Lepanthes rupestris,Tremblay; Ackerman,Biol J Linn Soc,10.1006/bijl.2000.0485
,-65.816667,18.316667,Herbaceous perennial,Lepanthes rupestris,Tremblay; Ackerman,Biol J Linn Soc,10.1006/bijl.2000.0485
,-65.816667,18.316667,Herbaceous perennial,Lepanthes rupestris,Tremblay; Ackerman,Biol J Linn Soc,10.1006/bijl.2000.0485
,-65.816667,18.316667,Herbaceous perennial,Lepanthes rupestris,Tremblay; Ackerman,Biol J Linn Soc,10.1006/bijl.2000.0485
,-65.825,18.319167,Herbaceous perennial,Lepanthes rupestris,Tremblay; McCarthy,PLOS ONE,10.1371/journal.pone.0102859
,-65.825,18.319167,Herbaceous perennial,Lepanthes rupestris,Tremblay; McCarthy,PLOS ONE,10.1371/journal.pone.0102859
,-65.825,18.319167,Herbaceous perennial,Lepanthes rupestris,Tremblay; McCarthy,PLOS ONE,10.1371/journal.pone.0102859
,-65.819722,18.321389,Herbaceous perennial,Lepanthes rupestris,Tremblay; McCarthy,PLOS ONE,10.1371/journal.pone.0102859
,-65.819722,18.321389,Herbaceous perennial,Lepanthes rupestris,Tremblay; McCarthy,PLOS ONE,10.1371/journal.pone.0102859
,-65.819722,18.321389,Herbaceous perennial,Lepanthes rupestris,Tremblay; McCarthy,PLOS ONE,10.1371/journal.pone.0102859
,-65.819722,18.321389,Herbaceous perennial,Lepanthes rupestris,Tremblay; McCarthy,PLOS ONE,10.1371/journal.pone.0102859
,NA,NA,Herbaceous perennial,Neotinea ustulata,Shefferson; Tali,J Ecol,10.1111/j.1365-2745.2006.01195.x
,23.181111,58.556111,Herbaceous perennial,Neotinea ustulata,Shefferson; Tali,J Ecol,10.1111/j.1365-2745.2006.01195.x
,25.722778,59.255278,Herbaceous perennial,Neotinea ustulata,Shefferson; Tali,J Ecol,10.1111/j.1365-2745.2006.01195.x
,23.207222,58.628333,Herbaceous perennial,Neotinea ustulata,Shefferson; Tali,J Ecol,10.1111/j.1365-2745.2006.01195.x
,23.320278,58.646389,Herbaceous perennial,Neotinea ustulata,Shefferson; Tali,J Ecol,10.1111/j.1365-2745.2006.01195.x
,23.568056,58.614722,Herbaceous perennial,Neotinea ustulata,Shefferson; Tali,J Ecol,10.1111/j.1365-2745.2006.01195.x
,-0.050833,50.844444,Herbaceous perennial,Ophrys sphegodes,Wells; Willems,NA,90-5103-068-1
,-0.050833,50.844444,Herbaceous perennial,Ophrys sphegodes,Wells; Willems,NA,90-5103-068-1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,5.75,50.75,Herbaceous perennial,Orchis purpurea,Jacquemyns; Brys; Jongejans,Ecology,10.1890/08-2321.1
,-75.85,45.483333,Herbaceous perennial,Platanthera hookeri,Reddoch; Reddoch,J Torrey Bot Soc,10.3159/1095-5674(2007)134[369:PEOPHO]2.0.CO;2
,-75.85,45.483333,Herbaceous perennial,Platanthera hookeri,Reddoch; Reddoch,J Torrey Bot Soc,10.3159/1095-5674(2007)134[369:PEOPHO]2.0.CO;2
,-75.85,45.483333,Herbaceous perennial,Platanthera hookeri,Reddoch; Reddoch,J Torrey Bot Soc,10.3159/1095-5674(2007)134[369:PEOPHO]2.0.CO;2
,-75.85,45.483333,Herbaceous perennial,Platanthera hookeri,Reddoch; Reddoch,J Torrey Bot Soc,10.3159/1095-5674(2007)134[369:PEOPHO]2.0.CO;2
,29.319444,66.374722,Herbaceous perennial,Epipactis atrorubens,Hens; Pakanen; Jäkäläniemi; Tuomi; Kvist,Biol Conserv,10.1016/j.biocon.2017.04.019
,29.319444,66.374722,Herbaceous perennial,Epipactis atrorubens,Hens; Pakanen; Jäkäläniemi; Tuomi; Kvist,Biol Conserv,10.1016/j.biocon.2017.04.019
,29.319444,66.374722,Herbaceous perennial,Epipactis atrorubens,Hens; Pakanen; Jäkäläniemi; Tuomi; Kvist,Biol Conserv,10.1016/j.biocon.2017.04.019
,29.319444,66.374722,Herbaceous perennial,Epipactis atrorubens,Hens; Pakanen; Jäkäläniemi; Tuomi; Kvist,Biol Conserv,10.1016/j.biocon.2017.04.019
,29.319444,66.374722,Herbaceous perennial,Epipactis atrorubens,Hens; Pakanen; Jäkäläniemi; Tuomi; Kvist,Biol Conserv,10.1016/j.biocon.2017.04.019
,29.319444,66.374722,Herbaceous perennial,Epipactis atrorubens,Hens; Pakanen; Jäkäläniemi; Tuomi; Kvist,Biol Conserv,10.1016/j.biocon.2017.04.019
,29.319444,66.374722,Herbaceous perennial,Epipactis atrorubens,Hens; Pakanen; Jäkäläniemi; Tuomi; Kvist,Biol Conserv,10.1016/j.biocon.2017.04.019
,29.319444,66.374722,Herbaceous perennial,Epipactis atrorubens,Hens; Pakanen; Jäkäläniemi; Tuomi; Kvist,Biol Conserv,10.1016/j.biocon.2017.04.019
,29.319444,66.374722,Herbaceous perennial,Epipactis atrorubens,Hens; Pakanen; Jäkäläniemi; Tuomi; Kvist,Biol Conserv,10.1016/j.biocon.2017.04.019
